Timestamp,GSR RAW,GSR Resistance CAL,GSR Conductance CAL
0.0,,,
0.0,,,
0.0,,,
0.0009210999999999988,,,
0.0028742250000000002,,,
0.00482735,,,
0.006780475,,,
0.007902300000000001,19120.0,95.38714390065742,10.483593061990272
0.0087336,,,
0.010686725,,,
0.01263985,,,
0.014592975,,,
0.0157148,19122.0,95.2943322792508,10.493803525162406
0.016546099999999998,,,
0.018499224999999998,,,
0.019,,,
0.020452349999999998,,,
0.022405474999999998,,,
0.0235273,19120.0,95.38714390065742,10.483593061990272
0.024358599999999998,,,
0.026311724999999998,,,
0.028264849999999998,,,
0.030217974999999998,,,
0.0313398,19120.0,95.38714390065742,10.483593061990272
0.0321711,,,
0.034124225,,,
0.03607735,,,
0.038030475,,,
0.039,,,
0.039152299999999994,19121.0,95.34071550255535,10.48869829357634
0.0399836,,,
0.041936725,,,
0.04388985,,,
0.045842975,,,
0.046964799999999994,19122.0,95.2943322792508,10.493803525162406
0.0477961,,,
0.049749225,,,
0.05170235,,,
0.053655475,,,
0.054777299999999994,19120.0,95.38714390065742,10.483593061990272
0.0556086,,,
0.057561725,,,
0.058841700000000004,,,
0.059,,,
0.05951485,,,
0.061467975,,,
0.0625898,19120.0,95.38714390065742,10.483593061990272
0.06274795,,,
0.06342110000000001,,,
0.065374225,,,
0.0666542,,,
0.06732735,,,
0.069280475,,,
0.0704023,19120.0,95.38714390065742,10.483593061990272
0.07056045,,,
0.0712336,,,
0.073186725,,,
0.0744667,,,
0.07513985,,,
0.077092975,,,
0.0782148,19122.0,95.2943322792508,10.493803525162406
0.07837295,,,
0.079,,,
0.0790461,,,
0.080999225,,,
0.0822792,,,
0.08295235,,,
0.084905475,,,
0.0860273,19120.0,95.38714390065742,10.483593061990272
0.08618545,,,
0.0868586,,,
0.088811725,,,
0.0900917,,,
0.09076485,,,
0.092717975,,,
0.0938398,19120.0,95.38714390065742,10.483593061990272
0.09399795,,,
0.0946711,,,
0.096624225,,,
0.0979042,,,
0.09857735,,,
0.099,,,
0.100530475,,,
0.1016523,19120.0,95.38714390065742,10.483593061990272
0.10181045,,,
0.1024836,,,
0.104436725,,,
0.1057167,,,
0.10638985,,,
0.108342975,,,
0.1094648,19121.0,95.34071550255535,10.48869829357634
0.10962295,,,
0.1102961,,,
0.112249225,,,
0.1135292,,,
0.11420235,,,
0.116155475,,,
0.1172773,19121.0,95.34071550255535,10.48869829357634
0.11743545,,,
0.1181086,,,
0.119,,,
0.120061725,,,
0.1213417,,,
0.12201485,,,
0.123967975,,,
0.1250898,19122.0,95.2943322792508,10.493803525162406
0.12524795,,,
0.1259211,,,
0.127874225,,,
0.1291542,,,
0.12982735,,,
